timestamp,end_number,shot_number,total_shot_number,next_shot_team,translational_velocity,angular_velocity,shot_angle
2026-02-25T14:31:13.363,0,0,1,team1,2.404775083508634,15.707963267948966,0.05797573593780571
2026-02-25T14:31:13.439,0,1,2,team0,2.334823293737142,1.5707963267948966,1.5701608689399882
2026-02-25T14:31:13.483,0,1,3,team1,2.4022567879680676,15.707963267948966,0.05516494982844504
2026-02-25T14:31:13.566,0,2,4,team0,2.3411476944133853,1.5707963267948966,1.571517921892626
2026-02-25T14:31:13.614,0,2,5,team1,2.3985498116970043,15.707963267948966,0.05508325700727895
2026-02-25T14:31:13.727,0,3,6,team0,2.4198484144672583,1.5707963267948966,1.572673611083601
2026-02-25T14:31:13.766,0,3,7,team1,2.3727214132849013,15.707963267948966,0.07900571565152606
2026-02-25T14:31:13.876,0,4,8,team0,2.418212512927802,1.5707963267948966,1.5719079161523426
2026-02-25T14:31:13.956,0,4,9,team1,2.3729501606767793,15.707963267948966,0.07943132738384233
2026-02-25T14:31:14.030,0,5,10,team0,2.4169734917324033,1.5707963267948966,1.5729087103715869
2026-02-25T14:31:14.066,0,5,11,team1,2.381720486757982,15.707963267948966,0.07746311993363095
2026-02-25T14:31:14.135,0,6,12,team0,2.4127456914352576,1.5707963267948966,1.5726845670400262
2026-02-25T14:31:14.169,0,6,13,team1,2.387152463347621,15.707963267948966,0.07927929056146957
2026-02-25T14:31:14.258,0,7,14,team0,2.4233425849057704,1.5707963267948966,1.571523503907379
2026-02-25T14:31:14.303,0,7,15,team1,2.3918019143953657,15.707963267948966,0.07506610034475578
2026-02-25T14:31:14.402,0,8,16,,2.4170036167158626,1.5707963267948966,1.5767764604467946
2026-02-25T14:31:14.444,1,0,1,team1,2.39574676101879,15.707963267948966,0.0563174606954026
2026-02-25T14:31:14.523,1,1,2,team0,2.4217639480026554,1.5707963267948966,1.5736121034789547
2026-02-25T14:31:14.555,1,1,3,team1,2.3999685836127154,15.707963267948966,0.055325215045630705
2026-02-25T14:31:14.623,1,2,4,team0,2.4163202375040167,1.5707963267948966,1.5706034826399469
2026-02-25T14:31:14.655,1,2,5,team1,2.396731711418174,15.707963267948966,0.05365134292598377
2026-02-25T14:31:14.718,1,3,6,team0,2.4161122427612685,1.5707963267948966,1.5677490852723857
2026-02-25T14:31:14.750,1,3,7,team1,2.402050602393455,15.707963267948966,0.05540564026035674
2026-02-25T14:31:14.817,1,4,8,team0,2.430869197129399,1.5707963267948966,1.5704550498263652
2026-02-25T14:31:14.850,1,4,9,team1,2.399393910228566,15.707963267948966,0.05312559479324803
2026-02-25T14:31:14.919,1,5,10,team0,2.4111597401138813,1.5707963267948966,1.5707783026722526
2026-02-25T14:31:14.953,1,5,11,team1,2.406991621815558,15.707963267948966,0.056630888334158094
2026-02-25T14:31:15.020,1,6,12,team0,2.422571289512148,1.5707963267948966,1.5710020145291257
2026-02-25T14:31:15.052,1,6,13,team1,2.402649725666279,15.707963267948966,0.05759515841875968
2026-02-25T14:31:15.118,1,7,14,team0,2.4259799497903756,1.5707963267948966,1.5708607680142865
2026-02-25T14:31:15.150,1,7,15,team1,2.3998631055680186,15.707963267948966,0.057097628668885625
2026-02-25T14:31:15.225,1,8,16,,2.42380253450769,1.5707963267948966,1.5730936793097658
2026-02-25T14:31:15.265,2,0,1,team1,2.41188044404798,15.707963267948966,0.053590831200886854
2026-02-25T14:31:15.329,2,1,2,team0,2.4145425482992278,1.5707963267948966,1.5681980583604103
2026-02-25T14:31:15.360,2,1,3,team1,2.4025117868425743,15.707963267948966,0.053682021814907
2026-02-25T14:31:15.424,2,2,4,team0,2.4069929033802895,1.5707963267948966,1.5698995790339847
2026-02-25T14:31:15.463,2,2,5,team1,2.3985551530212628,15.707963267948966,0.053828059474116924
2026-02-25T14:31:15.526,2,3,6,team0,2.4139701791416135,1.5707963267948966,1.5702945567778117
2026-02-25T14:31:15.557,2,3,7,team1,2.402503176040454,15.707963267948966,0.05673530450349372
2026-02-25T14:31:15.623,2,4,8,team0,2.421664213993056,1.5707963267948966,1.5740816170251817
2026-02-25T14:31:15.654,2,4,9,team1,2.4113166559523536,15.707963267948966,0.05688861267406822
2026-02-25T14:31:15.722,2,5,10,team0,2.4282928250892213,1.5707963267948966,1.5716469929345713
2026-02-25T14:31:15.754,2,5,11,team1,2.397395185307117,15.707963267948966,0.058790835379538456
2026-02-25T14:31:15.818,2,6,12,team0,2.4259352658168964,1.5707963267948966,1.5713280639256269
2026-02-25T14:31:15.851,2,6,13,team1,2.3969179836169263,15.707963267948966,0.05488929533018611
2026-02-25T14:31:15.918,2,7,14,team0,2.423781929130776,1.5707963267948966,1.5711675062309818
2026-02-25T14:31:15.949,2,7,15,team1,2.4100559975216713,15.707963267948966,0.05414398672748566
2026-02-25T14:31:16.022,2,8,16,,2.425583647454139,1.5707963267948966,1.5711561257550122
2026-02-25T14:31:16.078,3,0,1,team1,2.402364975424224,15.707963267948966,0.05519987682321985
2026-02-25T14:31:16.149,3,1,2,team0,2.425290826878022,1.5707963267948966,1.5703254376772595
2026-02-25T14:31:16.181,3,1,3,team1,2.404384425233775,15.707963267948966,0.054974221388543174
2026-02-25T14:31:16.251,3,2,4,team0,2.422513224850329,1.5707963267948966,1.5676570823146
2026-02-25T14:31:16.282,3,2,5,team1,2.401865801992484,15.707963267948966,0.05353932056691133
2026-02-25T14:31:16.349,3,3,6,team0,2.4182705913692932,1.5707963267948966,1.5743417662495662
2026-02-25T14:31:16.384,3,3,7,team1,2.408884429332852,15.707963267948966,0.0527083372036592
2026-02-25T14:31:16.453,3,4,8,team0,2.431871488818151,1.5707963267948966,1.5702576836542956
2026-02-25T14:31:16.483,3,4,9,team1,2.393064989256097,15.707963267948966,0.056481083314096965
2026-02-25T14:31:16.549,3,5,10,team0,2.417948015384934,1.5707963267948966,1.5742346701065715
2026-02-25T14:31:16.581,3,5,11,team1,2.3965885525287107,15.707963267948966,0.056165463570278004
2026-02-25T14:31:16.649,3,6,12,team0,2.414033065918107,1.5707963267948966,1.5722937578700018
2026-02-25T14:31:16.681,3,6,13,team1,2.392605803955031,15.707963267948966,0.1084315527397024
2026-02-25T14:31:16.747,3,7,14,team0,2.4174408011650783,1.5707963267948966,1.572552136095885
2026-02-25T14:31:16.779,3,7,15,team1,2.3843464305492326,15.707963267948966,0.10370184178899759
2026-02-25T14:31:16.854,3,8,16,,2.4125497830724725,1.5707963267948966,1.5687017643271188
2026-02-25T14:31:16.892,4,0,1,team1,2.415332475613596,15.707963267948966,0.05472908476703051
2026-02-25T14:31:16.957,4,1,2,team0,2.4168769072131444,1.5707963267948966,1.5712086905532612
2026-02-25T14:31:16.988,4,1,3,team1,2.3979068900924716,15.707963267948966,0.05514670822284518
2026-02-25T14:31:17.053,4,2,4,team0,2.4266837920280127,1.5707963267948966,1.5716502948650217
2026-02-25T14:31:17.084,4,2,5,team1,2.4180616852751204,15.707963267948966,0.055738209253851104
2026-02-25T14:31:17.148,4,3,6,team0,2.415625062343245,1.5707963267948966,1.5690538939562955
2026-02-25T14:31:17.180,4,3,7,team1,2.40413505904403,15.707963267948966,0.052789532251305456
2026-02-25T14:31:17.247,4,4,8,team0,2.41465507291915,1.5707963267948966,1.5697641042322759
2026-02-25T14:31:17.277,4,4,9,team1,2.401031974192744,15.707963267948966,0.05613863982684082
2026-02-25T14:31:17.342,4,5,10,team0,2.4163053739039024,1.5707963267948966,1.5707547760020684
2026-02-25T14:31:17.376,4,5,11,team1,2.3982039668671846,15.707963267948966,0.05786167225055496
2026-02-25T14:31:17.438,4,6,12,team0,2.426037564554124,1.5707963267948966,1.5691386413593216
2026-02-25T14:31:17.471,4,6,13,team1,2.415701500957109,15.707963267948966,0.0551474491421364
2026-02-25T14:31:17.541,4,7,14,team0,2.4288999986902824,1.5707963267948966,1.5726184175512623
2026-02-25T14:31:17.609,4,7,15,team1,2.40627609222088,15.707963267948966,0.05544396063849413
2026-02-25T14:31:17.728,4,8,16,,2.4083730045751603,1.5707963267948966,1.5740372218829402
2026-02-25T14:31:17.807,5,0,1,team1,2.39519842498007,15.707963267948966,0.054925334452216514
2026-02-25T14:31:17.867,5,1,2,team0,2.420571131567268,1.5707963267948966,1.570978410744247
2026-02-25T14:31:17.899,5,1,3,team1,2.4064372345687084,15.707963267948966,0.05454479459710017
2026-02-25T14:31:17.988,5,2,4,team0,2.417386846847666,1.5707963267948966,1.5729629523098756
2026-02-25T14:31:18.020,5,2,5,team1,2.3944775117444093,15.707963267948966,0.05412606659944412
2026-02-25T14:31:18.088,5,3,6,team0,2.4265308647944748,1.5707963267948966,1.5719301038836522
2026-02-25T14:31:18.121,5,3,7,team1,2.4046183066702036,15.707963267948966,0.052796364233493855
2026-02-25T14:31:18.200,5,4,8,team0,2.4221712455973377,1.5707963267948966,1.574932218725376
2026-02-25T14:31:18.232,5,4,9,team1,2.3880336333088734,15.707963267948966,0.10376602600859904
2026-02-25T14:31:18.316,5,5,10,team0,2.4367376738233375,1.5707963267948966,1.5744716510540573
2026-02-25T14:31:18.350,5,5,11,team1,2.3999923040480886,15.707963267948966,0.09949644797692798
2026-02-25T14:31:18.417,5,6,12,team0,2.4140764603613047,1.5707963267948966,1.57243991197246
2026-02-25T14:31:18.449,5,6,13,team1,2.4178797011429487,15.707963267948966,0.09818204425173867
2026-02-25T14:31:18.516,5,7,14,team0,2.4159652923897084,1.5707963267948966,1.5734733631557896
2026-02-25T14:31:18.549,5,7,15,team1,2.395601468800629,15.707963267948966,0.09701182539851019
2026-02-25T14:31:18.624,5,8,16,,2.422255986989285,1.5707963267948966,1.5709448720543266
2026-02-25T14:31:18.661,6,0,1,team1,2.4073487838891117,15.707963267948966,0.05314766295928771
2026-02-25T14:31:18.726,6,1,2,team0,2.4143089919411977,1.5707963267948966,1.5704412744491476
2026-02-25T14:31:18.765,6,1,3,team1,2.398354205976516,15.707963267948966,0.055250206788410285
2026-02-25T14:31:18.831,6,2,4,team0,2.4163975357827083,1.5707963267948966,1.5690973428404849
2026-02-25T14:31:18.865,6,2,5,team1,2.40385688909684,15.707963267948966,0.056074341761159226
2026-02-25T14:31:18.931,6,3,6,team0,2.4111996589460882,1.5707963267948966,1.57097209126437
2026-02-25T14:31:18.965,6,3,7,team1,2.4034602460987737,15.707963267948966,0.057204418360646984
2026-02-25T14:31:19.030,6,4,8,team0,2.420398839451772,1.5707963267948966,1.5688505174094647
2026-02-25T14:31:19.062,6,4,9,team1,2.4061304571877216,15.707963267948966,0.05435499476136462
2026-02-25T14:31:19.126,6,5,10,team0,2.4345735985936265,1.5707963267948966,1.569376238058448
2026-02-25T14:31:19.158,6,5,11,team1,2.3956271092823576,15.707963267948966,0.05399639994472928
2026-02-25T14:31:19.220,6,6,12,team0,2.4243260960793194,1.5707963267948966,1.5706911431815493
2026-02-25T14:31:19.250,6,6,13,team1,2.414059920319025,15.707963267948966,0.05608999198506463
2026-02-25T14:31:19.320,6,7,14,team0,2.413527788376702,1.5707963267948966,1.5735971275516643
2026-02-25T14:31:19.355,6,7,15,team1,2.3980907473832658,15.707963267948966,0.055653068966455214
2026-02-25T14:31:19.421,6,8,16,,2.4189085344614245,1.5707963267948966,1.568709980516861
2026-02-25T14:31:19.461,7,0,1,team1,2.3998422255672844,15.707963267948966,0.055612139399752056
2026-02-25T14:31:19.526,7,1,2,team0,2.4148851806471945,1.5707963267948966,1.5698308186670624
2026-02-25T14:31:19.560,7,1,3,team1,2.399405229151375,15.707963267948966,0.05449849922495309
2026-02-25T14:31:19.624,7,2,4,team0,2.410709712870913,1.5707963267948966,1.5686102822305246
2026-02-25T14:31:19.656,7,2,5,team1,2.4009843448519304,15.707963267948966,0.055732618901346884
2026-02-25T14:31:19.720,7,3,6,team0,2.424110105863486,1.5707963267948966,1.5700937921874638
2026-02-25T14:31:19.754,7,3,7,team1,2.410715689914278,15.707963267948966,0.055944476751538505
2026-02-25T14:31:19.844,7,4,8,team0,2.4208701266213493,1.5707963267948966,1.5700584732267135
2026-02-25T14:31:19.884,7,4,9,team1,2.408025046759029,15.707963267948966,0.05600195162733295
2026-02-25T14:31:19.964,7,5,10,team0,2.4277110523449053,1.5707963267948966,1.5689695772609002
2026-02-25T14:31:20.010,7,5,11,team1,2.4008276632667567,15.707963267948966,0.05602487853263356
2026-02-25T14:31:20.089,7,6,12,team0,2.421918032633031,1.5707963267948966,1.5699953981727146
2026-02-25T14:31:20.130,7,6,13,team1,2.397491364105965,15.707963267948966,0.0579723612365292
2026-02-25T14:31:20.229,7,7,14,team0,2.4108096583197116,1.5707963267948966,1.573185312352965
2026-02-25T14:31:20.282,7,7,15,team1,2.411744502938955,15.707963267948966,0.05336957891205414
2026-02-25T14:31:20.359,7,8,16,,2.4170150676063846,1.5707963267948966,1.5735879931870247
2026-02-25T14:31:20.401,8,0,1,team1,2.400045485952668,15.707963267948966,0.05355444854063516
2026-02-25T14:31:20.471,8,1,2,team0,2.429884698981564,1.5707963267948966,1.5740709295538056
2026-02-25T14:31:20.504,8,1,3,team1,2.4051248878503655,15.707963267948966,0.05495596338322676
2026-02-25T14:31:20.568,8,2,4,team0,2.4284046758246833,1.5707963267948966,1.567662679315121
2026-02-25T14:31:20.600,8,2,5,team1,2.3967564634399663,15.707963267948966,0.05639209078516045
2026-02-25T14:31:20.669,8,3,6,team0,2.4207142549649268,1.5707963267948966,1.572137637363233
2026-02-25T14:31:20.700,8,3,7,team1,2.4056714422839525,15.707963267948966,0.054386065535705706
2026-02-25T14:31:20.767,8,4,8,team0,2.420527597638625,1.5707963267948966,1.569551315239132
2026-02-25T14:31:20.799,8,4,9,team1,2.401068241571536,15.707963267948966,0.05867701603799504
2026-02-25T14:31:20.884,8,5,10,team0,2.414368907102346,1.5707963267948966,1.5739463081688416
2026-02-25T14:31:20.919,8,5,11,team1,2.4048157587705687,15.707963267948966,0.05713480558453874
2026-02-25T14:31:20.986,8,6,12,team0,2.430933635015843,1.5707963267948966,1.5719246656926271
2026-02-25T14:31:21.018,8,6,13,team1,2.420596670453622,15.707963267948966,0.051427454436832575
2026-02-25T14:31:21.086,8,7,14,team0,2.43163338530919,1.5707963267948966,1.567885391052915
2026-02-25T14:31:21.120,8,7,15,team1,2.408419659918208,15.707963267948966,0.05434794094709432
2026-02-25T14:31:21.192,8,8,16,,2.424198708850845,1.5707963267948966,1.5698531990038498
2026-02-25T14:31:21.244,9,0,1,team1,2.399778855568872,15.707963267948966,0.05630950322323483
2026-02-25T14:31:21.316,9,1,2,team0,2.420763910390041,1.5707963267948966,1.5726779271731743
2026-02-25T14:31:21.355,9,1,3,team1,2.3988230754931603,15.707963267948966,0.05611643416582896
2026-02-25T14:31:21.434,9,2,4,team0,2.4119062128742743,1.5707963267948966,1.5722490710734631
2026-02-25T14:31:21.470,9,2,5,team1,2.403893918027583,15.707963267948966,0.05645961108657737
2026-02-25T14:31:21.540,9,3,6,team0,2.4345295702192624,1.5707963267948966,1.5689324497834134
2026-02-25T14:31:21.580,9,3,7,team1,2.4098401977969393,15.707963267948966,0.05596623659490805
2026-02-25T14:31:21.649,9,4,8,team0,2.41738080187587,1.5707963267948966,1.5702970687401887
2026-02-25T14:31:21.685,9,4,9,team1,2.3992777248275377,15.707963267948966,0.05535511131339081
2026-02-25T14:31:21.771,9,5,10,team0,2.4155446955374122,1.5707963267948966,1.572401096080285
2026-02-25T14:31:21.817,9,5,11,team1,2.408410605397545,15.707963267948966,0.05797997573254943
2026-02-25T14:31:21.885,9,6,12,team0,2.4208121298421417,1.5707963267948966,1.5700262060889016
2026-02-25T14:31:21.916,9,6,13,team1,2.3939331685936542,15.707963267948966,0.08843875714382053
2026-02-25T14:31:21.984,9,7,14,team0,2.408930498782261,1.5707963267948966,1.5683412236770191
2026-02-25T14:31:22.016,9,7,15,team1,2.409673968435364,15.707963267948966,0.09083180069923291
2026-02-25T14:31:22.087,9,8,16,,2.4194383709935976,1.5707963267948966,1.5705762436224864
